"question_id","question_text","answers","correction","reflections","creation_time","generator_signature","lisa_sheet_id","lisa_sheet_name","rank"
"1000051","Question :
Quel est le mécanisme physiologique qui assure l'hémostase lors de la délivrance ?","La thrombose des vaisseaux, la rétraction utérine et la compression des vaisseaux;; La rétraction utérine et la thrombose des vaisseaux;; La compression des vaisseaux et la rétraction utérine;; La thrombose des vaisseaux seule;; La rétraction utérine seule","[1.0, 1.0, 0.5, 0.0, 0.0]","Question :
Quel est le mécanisme physiologique qui assure l'hémostase lors de la délivrance ?","2024-06-10 05:01:01.876337","5-shot_llama3_basic_v1","OIC-031-13-B","Connaître les différents temps de la délivrance","B"
"1000052","Question :
Les discriminations contribuent largement au...","gradient social de la santé;; non-recours aux soins de santé;; réduction des inégalités sociales de santé;; amélioration de l'état de santé mentale;; réduction des discriminations","[0.0, 1.0, 0.0, 0.0, 0.0]","Question :
Les discriminations contribuent largement au...","2024-06-10 05:57:56.397361","5-shot_llama3_basic_v1","OIC-008-02-B","Connaître les principaux effets des discriminations sur les inégalités sociales et inégalités de santé","B"
"1000055","Quel est le critère principal pour diagnostiquer la mort encéphalique ?","Absence de ventilation spontanée en épreuve d'hypercapnie;; Absence de réaction à la stimulation;; Abolition de tous les réflexes du tronc cérébral;; Arrêt cardiaque;; Absence de circulation efficace révélée par angiographie cérébrale","[1.0, 0.0, 0.5, 0.0, 0.5]","Quel est le critère principal pour diagnostiquer la mort encéphalique ?","2024-06-10 06:15:39.761182","5-shot_llama3_basic_v1","OIC-009-24-B","Don et prélèvement d’organes sur personnes décédées","B"
"1000056","Quels sont les types de conséquences possibles pour l'enfant à naître en cas d'exposition professionnelle de la mère ?","Accouchements prématurés et retards de croissance;; Malformations et cancers;; Troubles neurocomportementaux et atteintes de la fertilité;; Toutes les réponses ci-dessus;; Aucune de ces réponses","[0.5, 0.5, 0.5, 1.0, 0.0]","Question : Quels sont les types de conséquences possibles pour l'enfant à naître en cas d'exposition professionnelle de la mère ?","2024-06-10 06:19:44.788307","5-shot_llama3_basic_v1","OIC-029-01-A","Généralités sur l'impact sur la grossesse et le fœtus des expositions professionnelles","A"
"1000057","Quel type d'autopsie est demandée par un magistrat et est régie par le Code de Procédure Pénale ?","Autopsie médicale;; Autopsie médico-légale;; Autopsie légale;; Autopsie administrative","[-1.0, 1.0, 0.0, 0.0]","Question :
Quel type d'autopsie est demandée par un magistrat et est régie par le Code de Procédure Pénale ?","2024-06-10 06:20:57.497818","5-shot_llama3_basic_v1","OIC-013-17-B","Connaître les différents types d’autopsies","B"
"1000058","Quels sont les facteurs qui influencent l'information délivrée au patient ?","Seul le facteur verbal;; Seul le facteur contextuel;; Les facteurs liés à la communication verbale et non verbale, ainsi que les facteurs contextuels;; La relation complémentaire entre le patient et le soignant;; La formation du patient","[-1.0, -1.0, 1.0, 0.5, 0.0]","Question :
Quels sont les facteurs qui influencent l'information délivrée au patient ?","2024-06-10 06:21:00.421589","5-shot_llama3_basic_v1","OIC-001-06-A","Connaître les facteurs influençant l’information délivrée au patient","A"
"1000059","Quel est le mécanisme de transmission de la listériose de la mère au fœtus ?","Par voie sanguine directe;; Par voie respiratoire;; Par voie digestive;; Par la colonisation du placenta","[-1.0, -1.0, -1.0, 1.0]","Quel est le mécanisme de transmission de la listériose de la mère au fœtus ?","2024-06-10 06:21:05.535801","5-shot_llama3_basic_v1","OIC-027-19-B","Connaître les mécanismes de transmission materno-fœtale de la listériose","B"
"1000060","Quels sont les objectifs d'un système de santé à l'échelle de la population ?","Préserver ou améliorer la santé et fournir des services qui répondent aux attentes;; Fournir des services de santé collectifs et individuels uniquement;; Assurer l'équité dans l'accès aux services publics de santé et promouvoir la santé;; Fournir des services de santé individuels et collectifs exclusivement;; Assurer la prévention de la maladie et de l'invalidité uniquement","[1.0, 0.0, 1.0, 0.0, 0.0]","Question :
Quels sont les objectifs d'un système de santé à l'échelle de la population ?","2024-06-10 06:21:13.683237","5-shot_llama3_basic_v1","OIC-016-01-A","Connaître la définition, les objectifs, le principe de fonctionnement du système de santé en France","A"
"1000061","Quel est le lien entre la formulation d'une hypothèse de recherche et l'estimation de la puissance d'une étude ?","L'hypothèse de recherche influencers la taille de l'échantillon nécessaire;; L'hypothèse de recherche est influencée par la puissance de l'étude;; L'hypothèse de recherche est liée au calcul du nombre de sujets nécessaires;; L'hypothèse de recherche est indépendante de la puissance de l'étude;; L'hypothèse de recherche est liée à la définition des objectifs secondaires","[0.5, 0.0, 1.0, -1.0, 0.0]","Quel est le lien entre la formulation d'une hypothèse de recherche et l'estimation de la puissance d'une étude ?","2024-06-10 06:21:18.173980","5-shot_llama3_basic_v1","OIC-020-05-B","Hypothèses de recherche","B"
"1000062","Quelle est la principale différence entre l'asepsie et l'antisepsie ?","L'asepsie concerne les microbes tandis que l'antisepsie concerne les virus.;; L'asepsie empêche l'apport de micro-organismes tandis que l'antisepsie les inactive.;; L'asepsie est utilisée en chirurgie tandis que l'antisepsie est utilisée en médecine interne.;; L'asepsie est utilisée pour prévenir les infections tandis que l'antisepsie est utilisée pour les traiter.;; L'asepsie est moins efficace que l'antisepsie.","[-1.0, 1.0, -1.0, 0.0, -1.0]","Quelle est la principale différence entre l'asepsie et l'antisepsie ?","2024-06-10 06:21:37.396340","5-shot_llama3_basic_v1","OIC-004-10-A","Connaître la définition et les règles de l’aseptie","A"
"1000063","Quel est le signe qui permet de diagnostiquer l'engagement de la tête fœtale lors d'un toucher vaginal ?","le signe de Demelin;; le signe de Farabeuf;; la mesure de la descente de la présentation par rapport au niveau des épines sciatiques;; la palpation abdominale;; l'interrogatoire","[1.0, 1.0, 0.5, 0.0, 0.0]","Question :
Quel est le signe qui permet de diagnostiquer l'engagement de la tête fœtale lors d'un toucher vaginal ?","2024-06-10 06:28:42.633143","5-shot_llama3_basic_v1","OIC-031-09-B","Engagement de la tête fœtale","B"
"1000064","Dans le cadre de l'hospitalisation sans consentement d'un mineur, qui prend la décision d'ordonner une mesure de placement provisoire (OPP) ?","Les personnes titulaires de l'autorité parentale;; Le juge aux affaires familiales;; Le tuteur du mineur;; Un psychologue scolaire;; Un médecin psychiatre","[0.0, 1.0, 0.0, -1.0, -1.0]","Question :
Dans le cadre de l'hospitalisation sans consentement d'un mineur, qui prend la décision d'ordonner une mesure de placement provisoire (OPP) ?","2024-06-10 06:28:47.136818","5-shot_llama3_basic_v1","OIC-015-05-A","Hospitalisation par ordonnance de placement provisoire : argumenter les indications","A"
"1000065","Quel est le principe clé d'une démarche qualité en matière de sécurité des soins ?","L'importance du leadership;; L'amélioration continue;; L'attention aux clients;; La mesure répétée et objective","[0.5, 0.5, 1.0, 0.5]","Question :
Quel est le principe clé d'une démarche qualité en matière de sécurité des soins ?","2024-06-10 06:29:01.833661","5-shot_llama3_basic_v1","OIC-004-47-A","Connaître les principes d’une démarche qualité : assurance de la qualité, amélioration continue de la qualité","A"
"1000066","Quel est le nom du philosophe qui a affirmé la souveraineté de l'esprit sur le corps, permettant à chaque personne de juger ce qui est juste ou bon pour elle ?","René Descartes;; Jean-Jacques Rousseau;; Tom L. Beauchamp;; James F. Childress;; Emmanuel Levinas","[1.0, 0.0, 0.0, 0.0, 0.0]","Question :
Quel est le nom du philosophe qui a affirmé la souveraineté de l'esprit sur le corps, permettant à chaque personne de juger ce qui est juste ou bon pour elle ?","2024-06-10 06:29:40.269708","5-shot_llama3_basic_v1","OIC-009-04-A","Grands principes de l’éthique médicale","A"
"1000067","Quel est le nombre d'étapes de la technique de friction des mains par solution hydroalcoolique ?","5 étapes;; 7 étapes;; 10 étapes;; 12 étapes;; 15 étapes","[-1.0, 1.0, -1.0, -1.0, -1.0]","Question :
Quel est le nombre d'étapes de la technique de friction des mains par solution hydroalcoolique ?","2024-06-10 06:40:34.530077","5-shot_llama3_basic_v1","OIC-004-45-A","Connaître les moyens de la mise en œuvre des précautions standard et autres","A"
"1000068","Quel est le intervalle de durée normal pour un cycle menstruel, selon l'Organisation Mondiale de la Santé (OMS) ?","20 à 30 jours;; 25 à 35 jours;; 28 à 32 jours;; 30 à 40 jours;; 35 à 45 jours","[-1.0, 1.0, 0.0, 0.0, 0.0]","Quel est le intervalle de durée normal pour un cycle menstruel, selon l'Organisation Mondiale de la Santé (OMS) ?","2024-06-10 06:40:37.875225","5-shot_llama3_basic_v1","OIC-035-04-A","Connaître la définition du cycle menstruel normal","A"
"1000069","Quels sont les types de zones à examiner particulièrement lors de l'identification des lésions associées tégumentaires lors d'une agression sexuelle ?","Zones de défense, zones de prise/manœuvre manuelle et zones à forte connotation sexuelle;; Zones de défense, zones de prise/manœuvre manuelle et zones de manœuvres d'écartement;; Zones de manœuvres d'écartement, zones à forte connotation sexuelle et zones de prise/manœuvre manuelle;; Zones de défense, zones de manœuvres d'écartement et zones à forte connotation sexuelle;; Zones de prise/manœuvre manuelle, zones de manœuvres d'écartement et zones à forte connotation sexuelle","[1.0, 0.5, 0.0, 0.5, 0.0]","Question :
Quels sont les types de zones à examiner particulièrement lors de l'identification des lésions associées tégumentaires lors d'une agression sexuelle ?","2024-06-10 06:41:21.634940","5-shot_llama3_basic_v1","OIC-012-10-B","Identifier les lésions associées tégumentaires et psychiques","B"
"1000070","Quel est le principal objectif de l'intervention médicale pour aider à l'arrêt du tabagisme chez une femme enceinte ?","Informer la femme enceinte des dangers du tabagisme pour elle et son fœtus;; Proposer un traitement nicotinique pour aider à l'arrêt du tabagisme;; Mettre en place une thérapie cognitivo-comportementale pour aider à l'arrêt du tabagisme;; Fournir des conseils et informations adaptées à la motivation et à l'histoire de la fumeuse;; Toutes les réponses ci-dessus","[0.0, 0.5, 0.5, 1.0, 1.0]","Question :
Quel est le principal objectif de l'intervention médicale pour aider à l'arrêt du tabagisme chez une femme enceinte ?","2024-06-10 06:41:50.056383","5-shot_llama3_basic_v1","OIC-027-36-B","Connaître la prise en charge des femmes enceintes fumeuses","B"
"1000071","Quel est le nombre d'articulations très peu mobiles dans la ceinture pelvienne ?","2;; 3;; 4;; 5;; 6","[0.0, 0.0, 1.0, 0.0, 0.0]","Quel est le nombre d'articulations très peu mobiles dans la ceinture pelvienne ?","2024-06-10 06:41:53.910156","5-shot_llama3_basic_v1","OIC-031-01-A","Connaître les différents éléments du bassin maternel","A"
"1000073","Qui peut être désigné comme personne de confiance ?","Uniquement le médecin traitant;; Un parent, un proche ou le médecin traitant;; Seulement un membre de la famille;; Uniquement le conjoint;; Un membre du personnel hospitalier","[0.0, 1.0, 0.5, 0.0, 0.0]","Qui peut être désigné comme personne de confiance ?","2024-06-10 06:45:47.052339","5-shot_llama3_basic_v1","OIC-003-13-A","Connaître la définition de la personne de confiance","A"
"1000074","Quel est le type de prestation sociale qui comprend des remboursements de dépenses engagées, comme le remboursement des soins de santé, ou le financement direct de services, comme le tiers-payant pour les médicaments ?","En espèces avec des revenus de remplacement;; En nature;; Accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits;; Prestation de services sociaux fournis gratuitement ou à des prix réduits;; Réinsertion professionnelle","[0.0, 1.0, 0.0, 0.0, 0.0]","Quel est le type de prestation sociale qui comprend des remboursements de dépenses engagées, comme le remboursement des soins de santé, ou le financement direct de services, comme le tiers-payant pour les médicaments ?","2024-06-10 06:45:56.867338","5-shot_llama3_basic_v1","OIC-019-02-A","Connaître la nature des prestations de protection sociale en France","A"
"1000075","Selon une étude de la DREES, quels sont les motifs de recours les plus fréquents à l'hôpital, tous âges confondus ?","Les maladies de l'appareil respiratoire;; Les maladies de l'appareil digestif;; Les tumeurs;; Les maladies de l'appareil circulatoire;; Les accidents de la vie quotidienne","[-1.0, 1.0, 1.0, 1.0, -1.0]",".Question : Selon une étude de la DREES, quels sont les motifs de recours les plus fréquents à l'hôpital, tous âges confondus ?","2024-06-10 06:46:14.066565","5-shot_llama3_basic_v1","OIC-016-15-B","Connaître  les évolutions quantitatives du recours aux soins","B"
"1000077","Quel est le nombre minimal de médecins de spécialités différentes nécessaires pour une Réunion de Concertation Pluridisciplinaire (RCP) ?","2;; 3;; 4;; 5;; 6","[0.0, 1.0, 0.0, 0.0, 0.0]","Question :
Quel est le nombre minimal de médecins de spécialités différentes nécessaires pour une Réunion de Concertation Pluridisciplinaire (RCP) ?","2024-06-10 06:48:24.873473","5-shot_llama3_basic_v1","OIC-006-05-A","Réunions de concertation pluridisciplinaire (RCP) : connaître les principes et les objectifs d’une RCP","A"
"1000078","Quel est le statut du majeur non en mesure de se protéger, au regard de la loi, pour les situations médicales relevant d'un signalement judiciaire ?","Le majeur non en mesure de se protéger est défini par un critère/barème définissant l'incapacité physique ou psychique.;; Le majeur non en mesure de se protéger est défini comme non en mesure de se protéger en raison de son incapacité physique ou psychique.;; Le majeur non en mesure de se protéger est défini par une évaluation du médecin basée sur l'appréciation de la gravité de la situation.;; Le majeur non en mesure de se protéger est défini par une décision de justice spécifique à chaque cas.;; Le majeur non en mesure de se protéger est défini par une évaluation sociale et économique de la vulnérabilité.","[0.0, 1.0, 0.5, -1.0, 0.0]","Question :
Quel est le statut du majeur non en mesure de se protéger, au regard de la loi, pour les situations médicales relevant d'un signalement judiciaire ?","2024-06-10 06:48:31.447570","5-shot_llama3_basic_v1","OIC-012-06-A","Identifier les situations relevant d’un signalement judicaire","A"
"1000079","Quel est le critère de définition d'une menace d'accouchement prématuré (MAP) ?","Contractions utérines régulières et douloureuses avant 20 SA;; Modification du col utérin associée à des contractions utérines régulières et douloureuses entre 22 SA et 36 SA + 6 jours;; Accouchement avant 37 SA sans modification du col utérin;; Fausse couche tardive avant 22 SA;; Accouchement avant 40 SA avec des contractions utérines régulières","[0.0, 1.0, 0.0, 0.0, 0.0]","Question :
Quel est le critère de définition d'une menace d'accouchement prématuré (MAP) ?","2024-06-10 06:48:54.947208","5-shot_llama3_basic_v1","OIC-024-18-A","Définir et diagnostiquer une menace d’accouchement prématuré","A"
"1000080","Quel est le rôle du Comité d'alerte sur l'évolution des dépenses d'assurance maladie créé par la loi du 13 août 2004 ?","Définir le montant prévisionnel de l'ONDAM chaque année;; Alerter le Parlement, le Gouvernement et les caisses nationales d'assurance maladie en cas d'évolution des dépenses d'assurance maladie incompatible avec le respect de l'objectif national voté par le Parlement;; Fixer les sous-objectifs pour les établissements de santé;; Établir le budget de la sécurité sociale;; Gérer les dépenses de l'assurance maladie","[0.0, 1.0, 0.0, 0.0, 0.0]","Question : Quel est le rôle du Comité d'alerte sur l'évolution des dépenses d'assurance maladie créé par la loi du 13 août 2004 ?","2024-06-10 06:49:04.140301","5-shot_llama3_basic_v1","OIC-019-07-B","Connaître la définition de l’Objectif national des dépenses d’Assurance maladie (ONDAM)","B"
"1000081","Quel est l'examen biologique obligatoire pour la déclaration de grossesse ?","Sérologie VIH 1 et 2;; Groupe sanguin (A, B, O, phénotypes rhésus);; Dépistage du diabète gestationnel;; Protéinurie;; Hémogramme","[0.0, 1.0, 0.0, 0.5, 0.0]","Quel est l'examen biologique obligatoire pour la déclaration de grossesse ?","2024-06-10 06:49:13.751599","5-shot_llama3_basic_v1","OIC-023-07-A","Examens biologiques","A"
"1000082","Quelle est la principale particularité des fiches de transparence éditées par la Haute Autorité de Santé (HAS) ?","Elles contiennent des informations sur les bénéfices et les risques des médicaments.;; Elles sont utilisées exclusivement pour les médicaments génériques.;; Elles sont éditées uniquement pour les vaccins.;; Elles ne contiennent pas d'informations sur les effets secondaires.;; Elles sont destinées uniquement aux médecins spécialistes.","[1.0, 0.0, 0.0, 0.0, 0.0]","Quelle est la principale particularité des fiches de transparence éditées par la Haute Autorité de Santé (HAS) ?","2024-06-10 06:49:34.849284","5-shot_llama3_basic_v1","OIC-003-08-B","Connaître les bases d’information","B"
"1000083","Une femme enceinte de 28 semaines d'aménorrhée consulte pour des douleurs pelviennes et des pertes de liquide amniotique. Quel est le diagnostic urgent à évoquer ?","Hypertension artérielle gravidique;; Diabète gestationnel;; Métrorragie au 2ème ou 3ème trimestre;; Contraction utérine régulière;; Absence de mouvements actifs foetaux","[0.0, 0.0, 1.0, 0.0, 0.0]","Question :
Une femme enceinte de 28 semaines d'aménorrhée consulte pour des douleurs pelviennes et des pertes de liquide amniotique. Quel est le diagnostic urgent à évoquer ?","2024-06-10 06:49:40.281932","5-shot_llama3_basic_v1","OIC-023-15-A","Savoir reconnaitre les principales complications de la grossesse et savoir orienter les femmes vers le recours adapté","A"
"1000084","Quel est le critère de gravité qui justifie une urgence chirurgicale dans la prise en charge d'une grossesse extra-utérine (GEU) ?","Instabilité hémodynamique;; Douleur abdominale;; Hémopéritoine à l'échographie;; Taux de β-hCG supérieur à 5 000 UI/L;; Absence de symptômes","[1.0, 0.0, 1.0, 0.0, -1.0]","Question : Quel est le critère de gravité qui justifie une urgence chirurgicale dans la prise en charge d'une grossesse extra-utérine (GEU) ?","2024-06-10 06:49:49.889546","5-shot_llama3_basic_v1","OIC-024-03-A","Connaître la prise en charge d’une grossesse extra-utérine","A"
"1000085","Quel est le rythme de consultation recommandé pour une femme enceinte souffrant d'hypertension artérielle gestationnelle (HTAg) ?","Une consultation toutes les 15 jours;; Une consultation tous les 10 jours;; Une consultation mensuelle;; Une consultation tous les 3 mois;; Une consultation unique à la 28ème semaine","[0.0, 1.0, 0.0, 0.0, -1.0]","Question : Quel est le rythme de consultation recommandé pour une femme enceinte souffrant d'hypertension artérielle gestationnelle (HTAg) ?","2024-06-10 06:50:01.590631","5-shot_llama3_basic_v1","OIC-024-14-B","Savoir surveiller une HTAg","B"
"1000086","Dans le cadre de la procédure collégiale, qui est chargé de prendre la décision finale ?","La famille et les proches;; Le médecin en charge du patient;; L'équipe médicale;; La personne de confiance;; Le CCNE","[-1.0, 1.0, 0.0, 0.0, 0.0]","Dans le cadre de la procédure collégiale, qui est chargé de prendre la décision finale ?","2024-06-10 06:50:12.246381","5-shot_llama3_basic_v1","OIC-009-19-B","Procédure collégiale","B"
"1000087","Lors de la prise en charge d'une douleur abdominale aiguë chez une femme enceinte, quels sont les examens paracliniques à proposer en priorité ?","Un bilan biologique complet incluant les fonctions hépatiques;; Une échographie abdominale urgente;; Une radiographie thoracique de face;; Un dosage des hémo-globines glyquées;; Une fibroscopie digestive haute","[0.0, 1.0, 0.0, 0.0, 0.0]","Lors de la prise en charge d'une douleur abdominale aiguë chez une femme enceinte, quels sont les examens paracliniques à proposer en priorité ?","2024-06-10 06:50:41.071723","5-shot_llama3_basic_v1","OIC-026-04-B","Connaître la prise en charge d’une douleur abdominale aiguë chez la femme enceinte","B"
"1000088","Quel est l'objectif de la décolonisation systémique avant une chirurgie cardiaque ?","Réduire le risque d'infection du site opératoire;; Améliorer la cicatrisation des plaies;; Réduire le risque de réaction allergique;; Dépister les porteurs de Staphylocoque aureus;; Réduire la durée d'hospitalisation préopératoire","[1.0, 0.0, 0.0, 0.5, 0.0]","Question : Quel est l'objectif de la décolonisation systémique avant une chirurgie cardiaque ?","2024-06-10 06:50:49.531484","5-shot_llama3_basic_v1","OIC-004-39-B","Connaître les règles de prévention des infections du site opératoire","B"
"1000089","Quel est le traitement antihypertenseur recommandé pour une patiente qui allaite après l'accouchement en cas d'HTAg ?","Inhibiteurs de la rénine angiotensine;; Bêtabloquants et inhibiteurs calciques;; Diurétiques et antagonistes des récepteurs de l'angiotensine;; Inhibiteurs de l'enzyme de conversion;; Antihypertenseurs centraux","[0.0, 1.0, 0.0, 0.0, 0.0]","Question : Quel est le traitement antihypertenseur recommandé pour une patiente qui allaite après l'accouchement en cas d'HTAg ?","2024-06-10 06:50:56.625911","5-shot_llama3_basic_v1","OIC-024-15-B","Connaître la conduite à tenir après l’accouchement en cas d’HTAg","B"
"1000090","Quel est le critère diagnostique d'une infection urinaire nosocomiale en l'absence de sondage vésical ?","fièvre > 38°C;; leucocyturie > 10^4 leucocytes/ml et ECBU positif > 10^3 micro-organismes/ml et au plus 2 microorganismes différents;; douleur sus-pubienne;; impériosité mictionnelle;; pollakiurie","[0.0, 1.0, 0.0, 0.0, 0.0]","Question : Quel est le critère diagnostique d'une infection urinaire nosocomiale en l'absence de sondage vésical ?","2024-06-10 06:53:35.615832","5-shot_llama3_basic_v1","OIC-004-32-B","Connaître les critères diagnostiques d’une infection urinaire nosocomiales","B"
"1000091","Quel est le risque médical à évaluer au cas par cas lors d'une agression sexuelle ?","Risque d'hépatite;; Risque de grossesse;; Risque de trouble du sommeil;; Risque d'anxiété;; Risque d'IST","[0.5, 1.0, 0.5, 0.5, 1.0]","Question :
Quel est le risque médical à évaluer au cas par cas lors d'une agression sexuelle ?","2024-06-10 06:53:48.450160","5-shot_llama3_basic_v1","OIC-012-09-A","Identifier les situations médicales à risque associées aux violences sexuelles","A"
"1000092","Dans le bilan d'une menace d'accouchement prématuré, qu'est-ce que le médecin recherche-t-il lors de l'enregistrement du RCF ?","La présence de bactéries dans le col de l'utérus;; La quantité de liquide amniotique;; La longueur du col de l'utérus;; Le poids fœtal estimé;; La présence de fibronectine fœtale","[0.0, 0.0, 0.0, 0.0, 0.0]","Question :
Dans le bilan d'une menace d'accouchement prématuré, qu'est-ce que le médecin recherche-t-il lors de l'enregistrement du RCF ?","2024-06-10 06:53:55.244334","5-shot_llama3_basic_v1","OIC-024-20-A","Connaître le bilan d’une menace d’accouchement prématuré","A"
"1000093","Quel est le diagnostic le plus probable chez une femme qui présente une douleur mammaire, une rougeur et une chaleur dans le sein, avec une fièvre modérée ?","Engorgement mammaire;; Crevasses;; Mastite (lymphangite ou galactophorite);; Abcès du sein;; Insuffisance de lait","[-1.0, -1.0, 1.0, 0.0, -1.0]","Question :
Quel est le diagnostic le plus probable chez une femme qui présente une douleur mammaire, une rougeur et une chaleur dans le sein, avec une fièvre modérée ?","2024-06-10 06:54:18.006824","5-shot_llama3_basic_v1","OIC-033-04-A","Connaître les complications de l’allaitement","A"
"1000095","Quel est le critère diagnostique principal pour une menace d'accouchement prématuré ?","La présence de contractions utérines régulières et douloureuses;; La modification de la longueur cervicale;; L'association de contractions utérines régulières et douloureuses avec des modifications cervicales avant 37 SA;; La fièvre élevée;; La douleur abdominale aiguë","[0.5, 0.0, 1.0, 0.0, 0.0]","Question :
Quel est le critère diagnostique principal pour une menace d'accouchement prématuré ?","2024-06-10 06:56:51.035436","5-shot_llama3_basic_v1","OIC-026-02-A","Connaître les étiologies devant une douleur abdominale aiguë chez la femme enceinte menace d’accouchement prématuré, causes gynécologiques, urinaires et digestives)","A"
"1000096","Quelle est la composante de la transparence qui implique la déclaration auprès de l'Agence Régionale de Santé (ARS) ?","La publicité faite autour d'indicateurs de qualité et de sécurité des soins;; La déclaration des événements indésirables graves aux patients;; La déclaration des événements indésirables graves à l'ARS;; La diffusion des résultats des évaluations des pratiques professionnelles;; L'analyse épidémiologique des événements indésirables graves","[0.0, 0.0, 1.0, 0.0, 0.0]","Question :
Quelle est la composante de la transparence qui implique la déclaration auprès de l'Agence Régionale de Santé (ARS) ?","2024-06-10 06:57:11.391621","5-shot_llama3_basic_v1","OIC-004-21-B","Connaître le principe de transparence","B"
"1000097","Quel est l'un des principes fondamentaux de rédaction d'un certificat médical ?","Le certificat doit être rédigé en langue anglaise;; Le certificat doit être précis et objectif;; Le certificat peut être délivré sans être signé par le médecin;; Le certificat doit contenir des interprétations médicales;; Le certificat peut être rédigé par un membre de la famille du patient","[-1.0, 1.0, -1.0, -1.0, -1.0]","Question :
Quel est l'un des principes fondamentaux de rédaction d'un certificat médical ?","2024-06-10 06:57:36.993933","5-shot_llama3_basic_v1","OIC-013-01-A","Connaître les règles générales de rédaction d’un certificat médical","A"
"1000098","Quel est le critère diagnostique pour identifier les nouveau-nés à risque d’infection bactérienne néonatale précoce ?","Fièvre maternelle > 38,0°C en per-partum ou dans les 2 heures suivant l’accouchement;; Prématurité spontanée et inexpliquée < 37 SA;; Rupture des membranes > 12h;; Antécédent d’infection néonatale à SGB;; Tous les éléments ci-dessus","[0.5, 0.5, 0.5, 0.5, 1.0]","Question :
Quel est le critère diagnostique pour identifier les nouveau-nés à risque d’infection bactérienne néonatale précoce ?","2024-06-10 06:58:35.897579","5-shot_llama3_basic_v1","OIC-030-01-B","Connaître les signes d’une infection bactérienne néonatale","B"
"1000099","Quel est le changement hématologique physiologique observé au cours de la grossesse ?","Augmentation de l'hémoglobine;; Augmentation du nombre de globules rouges;; Baisse de l'hémoglobine et du nombre de globules rouges;; Thrombocytopénie;; Hyperleucocytose","[-1.0, -1.0, 1.0, 0.0, 0.5]","Quel est le changement hématologique physiologique observé au cours de la grossesse ?","2024-06-10 06:58:58.362530","5-shot_llama3_basic_v1","OIC-023-01-A","Connaître les modifications physiologiques au cours de la grossesse","A"
"1000100","Parmi les propos suivants concernant la décontamination et la stérilisation, indiquez celui(s) qui est(sont) juste(s).","La décontamination est un traitement qui élimine tous les micro-organismes des objets souillés.;; La stérilisation est un procédé qui facilite le nettoyage ultérieur des instruments.;; La décontamination permet de protéger le personnel lors de la manipulation des instruments.;; La stérilisation est un processus qui rend un produit impropres à la ré utilisation.;; La désinfection et la stérilisation des instruments réutilisables doivent respecter des normes et une chronologie définie par les fabricants.","[-1.0, -1.0, 1.0, -1.0, 1.0]","Question :
Parmi les propos suivants concernant la décontamination et la stérilisation, indiquez celui(s) qui est(sont) juste(s).","2024-06-10 06:59:28.019930","5-shot_llama3_basic_v1","OIC-004-13-B","Connaître la définition et les règles de la décontamination, de la stérilisation","B"
"1000101","Quel est le pourcentage de femmes françaises qui rapportent des violences conjugales au cours de leur vie ?","15%;; 20%;; 22%;; 26%","[-1.0, -1.0, 1.0, 0.0]","Quel est le pourcentage de femmes françaises qui rapportent des violences conjugales au cours de leur vie ?","2024-06-10 06:59:58.615317","5-shot_llama3_basic_v1","OIC-013-06-A","Connaître la prévalence des violences faites aux femmes et plus particulièrement des violences conjugales","A"
"1000102","Quel est le mécanisme de transmission materno-fœtale du streptocoque B ?","Contamination transplacentaire;; Contamination vaginale ascendante;; Contamination par voie hématogène;; Contamination par voie digestive;; Contamination par voie respiratoire","[-1.0, 1.0, -1.0, -1.0, -1.0]","Question : Quel est le mécanisme de transmission materno-fœtale du streptocoque B ?","2024-06-10 07:00:11.466369","5-shot_llama3_basic_v1","OIC-027-22-B","Connaître les mécanismes de transmission materno-fœtale du streptocoque B","B"
"1000103","Quel est l'objectif du suivi de grossesse précoce et de la préparation à la naissance ?","diagnostiquer les anomalies fœtales;; repérer les situations de vulnérabilité sociale ou psychologique;; évaluer la maturité foetale;; surveiller l'hypertension gestationnelle;; déceler les maladies infectieuses maternelles","[0.0, 1.0, 0.0, 0.0, 0.0]","Quel est l'objectif du suivi de grossesse précoce et de la préparation à la naissance ?","2024-06-10 07:00:16.062151","5-shot_llama3_basic_v1","OIC-023-17-B","Intégrer la dimension psychosociale au suivi de la femme enceinte et du couple","B"
"1000104","Quel est le bénéfice maternel de l'allaitement maternel en termes de prévention d'une maladie chronique ?","Diminution du risque de diabète de type 2;; Diminution du risque de cancer du sein;; Diminution du risque de dépression du post-partum;; Diminution du risque de maladies cardiovasculaires;; Diminution du risque d'obésité","[1.0, 1.0, 0.5, 1.0, 0.5]","Quel est le bénéfice maternel de l'allaitement maternel en termes de prévention d'une maladie chronique ?","2024-06-10 07:00:26.718111","5-shot_llama3_basic_v1","OIC-033-01-A","Connaître les bénéfices de l’allaitement maternel","A"
